profile	Rawfilename	yyyy-mm-dd hh:mm	Project	Depth [m]	Sampled volume [L]	LPM (1-2 µm) [# l-1]	LPM (2-4 µm) [# l-1]	LPM (4-8 µm) [# l-1]	LPM (8-16 µm) [# l-1]	LPM (16-32 µm) [# l-1]	LPM (32-64 µm) [# l-1]	LPM (64-128 µm) [# l-1]	LPM (128-256 µm) [# l-1]	LPM (256-512 µm) [# l-1]	LPM (0.512-1.02 mm) [# l-1]	LPM (1.02-2.05 mm) [# l-1]	LPM (2.05-4.1 mm) [# l-1]	LPM (4.1-8.19 mm) [# l-1]	LPM (8.19-16.4 mm) [# l-1]	LPM (>16.4 mm) [# l-1]	LPM biovolume (1-2 µm) [mm3 l-1]	LPM biovolume (2-4 µm) [mm3 l-1]	LPM biovolume (4-8 µm) [mm3 l-1]	LPM biovolume (8-16 µm) [mm3 l-1]	LPM biovolume (16-32 µm) [mm3 l-1]	LPM biovolume (32-64 µm) [mm3 l-1]	LPM biovolume (64-128 µm) [mm3 l-1]	LPM biovolume (128-256 µm) [mm3 l-1]	LPM biovolume (256-512 µm) [mm3 l-1]	LPM biovolume (0.512-1.02 mm) [mm3 l-1]	LPM biovolume (1.02-2.05 mm) [mm3 l-1]	LPM biovolume (2.05-4.1 mm) [mm3 l-1]	LPM biovolume (4.1-8.19 mm) [mm3 l-1]	LPM biovolume (8.19-16.4 mm) [mm3 l-1]	LPM biovolume (>16.4 mm) [mm3 l-1]	chloro fluo [mg chl m-3]	conductivity [ms cm-1]	cpar [%]	depth [m]	fcdom [ppb qse]	in situ density anomaly [kg m-3]	nitrate [umol l-1]	oxygen [umol kg-1]	oxygen [ml l-1]	par [umol m-2 s-1]	potential density anomaly [kg m-3]	potential temperature [degc]	practical salinity [psu]	pressure [db]	qc flag	spar [umol m-2 s-1]	temperature [degc]	extrames01	extrames02	extrames03	extrames04	extrames05	extrames06	extrames07	extrames08	extrames09	extrames10	extrames11	extrames12	extrames13	extrames14	extrames15	extrames16	extrames17	extrames18	extrames19	extrames20
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	192.5	99.54	0.0	0.0	0.0	0.0	0.0	632.9716696805305	196.33313240908177	46.805304400241106	6.309021498894916	0.24110910186859552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053967016441280144	0.08320312344115906	0.1362713070819447	0.11700663163128358	0.031144765169102133	0.0	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	197.5	100.8	0.0	0.0	0.0	0.0	0.0	706.8948412698413	226.04166666666669	56.52777777777778	7.549603174603175	0.19841269841269843	0.00992063492063492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0602696887529263	0.09607268507171966	0.1638513889913884	0.13819924472968675	0.02896801434583458	0.005670706764000365	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	202.5	100.8	0.0	0.0	0.0	0.0	0.0	731.6964285714286	253.1547619047619	61.398809523809526	7.5396825396825395	0.40674603174603174	0.00992063492063492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06238426628267601	0.10901004143449379	0.1672823005946193	0.13923890643259904	0.05609756550180613	0.00823001024701783	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	207.5	100.17	0.0	0.0	0.0	0.0	0.0	820.9443945293002	306.04971548367774	76.25037436358191	9.094539283218529	0.3394229809324149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06999352697617624	0.13292435717599138	0.21266064573776874	0.1722506724243583	0.04974072096636107	0.0	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	212.5	102.06	0.0	0.0	0.0	0.0	0.0	824.2504409171075	326.63139329805995	86.48834019204389	10.66039584558103	0.3625318440133255	0.01959631589261219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07027539971758422	0.1430569619491906	0.2447405212495118	0.1947536338060773	0.05457239135457958	0.014842206372653231	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	217.5	93.87	0.0	0.0	0.0	0.0	0.0	866.6560136358794	340.63065942260573	90.60402684563758	11.057845957174816	0.2556727388942154	0.042612123149035896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07389088892466184	0.1490962588333632	0.25167483172799376	0.20857351468604518	0.037275554696316875	0.07852672206920211	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	222.5	102.69	0.0	0.0	0.0	0.0	0.0	870.0749829584186	365.5760054533061	102.09368000779044	11.85120264874866	0.23371311714869997	0.009738046547862499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07418238944906103	0.16035984290825764	0.28549716935872255	0.21897063142646447	0.023907320252320667	0.006745069546022678	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	227.5	102.06	0.0	0.0	0.0	0.0	0.0	755.7711150303743	296.39427787575937	85.72408387223201	11.728395061728396	0.3625318440133255	0.009798157946306094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06443686841667724	0.13016462550168167	0.24607712561025483	0.21404386521361682	0.05273078386198289	0.012581506853138196	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	232.5	95.13	0.0	0.0	0.0	0.0	0.0	721.8648165668034	276.35866708714394	83.75906654052349	10.25964469673079	0.315357931251971	0.021023862083464732	0.0	0.0	0.010511931041732366	0.0	0.0	0.0	0.0	0.0	0.0	0.0615460253437637	0.12139488504811294	0.2426802820360553	0.19545181820716173	0.049352533030425645	0.015781752849799352	0.0	0.0	6.83773328111223	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	237.5	94.5	0.0	0.0	0.0	0.0	0.0	721.1851851851852	281.67195767195767	88.2010582010582	13.100529100529101	0.2962962962962963	0.010582010582010581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061488080131201016	0.12434618548621201	0.2611121322525794	0.2429829524474074	0.04215637646563507	0.018020892969918347	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	242.5	95.13	0.0	0.0	0.0	0.0	0.0	664.0912435614423	253.37958582991698	78.04057605382108	12.067696835908757	0.3048460002102386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056620264028371114	0.11108480783071223	0.2297880946349446	0.22894161805035126	0.042786556064946135	0.0	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	247.5	97.02	0.0	0.0	0.0	0.0	0.0	650.9791795506081	243.10451453308596	74.39703153988869	12.35827664399093	0.4329004329004329	0.07215007215007216	0.020614306328592045	0.010307153164296022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05550233251903681	0.10748016357918394	0.21863101395523205	0.2425599173344386	0.05564999289582556	0.11308075880594659	0.44557050025151906	0.391943113516726	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	252.5	105.84	0.0	0.0	0.0	0.0	0.0	623.2426303854875	229.87528344671202	71.18291761148903	10.742630385487528	0.40627362055933486	0.00944822373393802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05313752082758477	0.10117251563486829	0.20939343840279734	0.20426846970281046	0.044957505606353844	0.012573732862867736	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	257.5	104.58	0.0	0.0	0.0	0.0	0.0	604.0543124880475	215.5096576783324	67.32644865174986	11.225855804169058	0.43029259896729777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051501529333724844	0.09443419651271132	0.2010366829110995	0.20695494819703875	0.05723588410628548	0.0	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	262.5	101.43	0.0	0.0	0.0	0.0	0.0	612.4913733609385	214.25613723750368	62.09208321009563	10.332248841565612	0.22675736961451246	0.009859016070196194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05222087116947115	0.09377172771968181	0.18383471553905417	0.19494890666768083	0.029986706879776392	0.023317450873391647	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	267.5	103.32	0.0	0.0	0.0	0.0	0.0	646.3608207510647	225.81300813008133	61.76926054974836	10.162601626016261	0.4742547425474255	0.04839334107626791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05510857232848597	0.09775318538655497	0.18208223519867228	0.19410220712961246	0.06934447755769434	0.0382365421476539	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	272.5	100.8	0.0	0.0	0.0	0.0	0.0	644.9007936507936	227.1031746031746	59.36507936507937	9.692460317460318	0.3273809523809524	0.00992063492063492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054984090759563925	0.09780452988120655	0.17332362269383814	0.1837514170231978	0.037626387492550026	0.005947958036062837	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	277.5	103.32	0.0	0.0	0.0	0.0	0.0	636.0433604336043	233.96244676732482	63.30816879597368	10.1335656213705	0.5129694154084399	0.019357336430507164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0542289080761101	0.10237366179957022	0.18588757465059857	0.1887468477933355	0.06584761601162184	0.015310076443234469	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	282.5	102.69	0.0	0.0	0.0	0.0	0.0	675.6451455837959	241.93202843509593	67.14383094751193	10.497614178595773	0.48690232739312495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057605347011178226	0.10527636844134397	0.19694400699729603	0.20074119144691877	0.05851185427289779	0.0	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	287.5	100.8	0.0	0.0	0.0	0.0	0.0	722.4503968253969	262.2321428571429	70.9920634920635	10.367063492063492	0.3869047619047619	0.00992063492063492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061595951779585316	0.11428251185070948	0.20223441629984612	0.197396299478453	0.05204598782727239	0.008038829104815584	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	292.5	98.28	0.0	0.0	0.0	0.0	0.0	713.9092389092389	256.8783068783069	67.72486772486772	10.612535612535613	0.3764753764753765	0.02035002035002035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.060867734654288845	0.11157731172474283	0.1931263197244114	0.21045436810794838	0.05333183156407443	0.017089773106146372	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	297.5	96.39	0.0	0.0	0.0	0.0	0.0	746.40522875817	265.89895217346196	69.2084241103849	10.374520178441747	0.3734827264239029	0.010374520178441747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06363833514473109	0.1150405738783755	0.19593220847707535	0.20513791404528936	0.047373015069466125	0.01145446881228162	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	302.5	96.39	0.0	0.0	0.0	0.0	0.0	748.7809938790331	257.98319327731093	65.79520697167756	9.503060483452641	0.3112356053532524	0.010374520178441747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06384089232300569	0.11157376014803858	0.1869707460766707	0.191747546711366	0.043406846040983195	0.027605438822906052	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	307.5	102.06	0.0	0.0	0.0	0.0	0.0	814.471879286694	273.3000195963159	69.41994904957868	10.493827160493828	0.3527336860670194	0.03919263178522438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06944168184116338	0.11772500204992536	0.19662888974701584	0.2064988587336563	0.04438031652472724	0.039007238782547214	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	312.5	94.5	0.0	0.0	0.0	0.0	0.0	925.5873015873016	318.67724867724866	73.82010582010582	9.851851851851851	0.4021164021164021	0.010582010582010581	0.021164021164021163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07891535674544974	0.1354637146258284	0.20537435856902514	0.1895572451150147	0.06378183092919872	0.007649464991729974	0.4543819302690463	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	317.5	98.28	0.0	0.0	0.0	0.0	0.0	1012.0370370370371	351.2311762311762	76.23117623117624	9.106634106634106	0.43752543752543754	0.05087505087505088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0862860409606136	0.14944896307323793	0.20847074332845844	0.17658407757453354	0.05607801614236616	0.05165247243930011	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	322.5	91.35	0.0	0.0	0.0	0.0	0.0	1068.2977558839627	375.21620142309797	79.45265462506842	9.074986316365628	0.42692939244663386	0.010946907498631636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0910828166844666	0.15853866463027527	0.21799281019332678	0.175040230459025	0.04720407451575506	0.006875204832882186	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	327.5	103.32	0.0	0.0	0.0	0.0	0.0	1140.6504065040651	395.81881533101046	80.60394889663183	9.136662795199381	0.30003871467286103	0.04839334107626791	0.019357336430507164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09725158674578072	0.1663884709328255	0.21936839309821163	0.18870239612288064	0.04314232345099359	0.07174061979191382	0.207072440620845	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	332.5	100.17	0.0	0.0	0.0	0.0	0.0	1169.9510831586304	411.42058500549064	84.58620345412798	9.314165917939503	0.2795248078266946	0.019966057701906757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09974975558097621	0.17368414132404225	0.2251474987954153	0.18105269047085007	0.0456151577996374	0.03786565961772157	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	337.5	94.5	0.0	0.0	0.0	0.0	0.0	1278.6560846560847	453.24867724867727	88.67724867724868	10.232804232804233	0.3915343915343915	0.021164021164021163	0.021164021164021163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10901791857162538	0.19064732366986997	0.2384176895979555	0.1964458281240764	0.06122887588522617	0.020326064678346308	0.25308539145515074	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	342.5	98.91	0.0	0.0	0.0	0.0	0.0	1472.2879385299768	549.1861288039632	100.71782428470327	9.746233950055606	0.313416236983116	0.05055100596501871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12552692512296443	0.23027636332581897	0.2631698534218565	0.17841959038809213	0.05160447508040013	0.06310457675650877	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	347.5	103.32	0.0	0.0	0.0	0.0	0.0	1568.5733643050717	611.3240418118468	115.23422377080914	10.181958962446767	0.32907471931862176	0.009678668215253582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13373619799371206	0.2583283159979143	0.2984043191776178	0.20096713545838207	0.04366439336211815	0.005694050357209696	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	352.5	98.28	0.0	0.0	0.0	0.0	0.0	1667.7452177452178	671.5404965404965	130.64713064713064	10.999185999185999	0.34595034595034596	0.02035002035002035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14219156701175645	0.28543675677591085	0.34250233477379305	0.2053768137989022	0.03776118108264574	0.019288367328488803	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	357.5	107.1	0.0	0.0	0.0	0.0	0.0	1763.0999066293184	726.311858076564	145.0233426704015	11.50326797385621	0.34547152194211017	0.009337068160597572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1503214854729708	0.31034686954636836	0.3761652900152232	0.20593015300049922	0.05262724520406174	0.006863797636273268	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	362.5	102.06	0.0	0.0	0.0	0.0	0.0	1861.013129531648	785.7534783460709	162.63962375073487	13.07074270037233	0.3429355281207133	0.009798157946306094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15866954394588112	0.33632673805628577	0.4200650169700847	0.24403624620287073	0.046812397711516456	0.005546581609208752	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	367.5	102.06	0.0	0.0	0.0	0.0	0.0	1913.9035861258083	831.0405643738977	171.31099353321576	13.256907701352146	0.5291005291005291	0.029394473838918283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1631789718987064	0.3565157963273422	0.43733848213408494	0.24427298227055724	0.06698900561284318	0.031235985960801366	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	372.5	107.1	0.0	0.0	0.0	0.0	0.0	2013.2679738562092	892.4183006535948	190.7843137254902	14.416433239962652	0.3828197945845005	0.018674136321195144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1716507563452848	0.3838763230119925	0.49376783356473564	0.26671504863976303	0.06386194833994391	0.0414665223369987	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	377.5	98.28	0.0	0.0	0.0	0.0	0.0	2066.880341880342	942.6739926739926	225.64102564102564	19.078144078144078	0.3561253561253561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17622173429770185	0.41075919688970586	0.600521122103639	0.3381650104974758	0.04781927714144546	0.0	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	382.5	93.87	0.0	0.0	0.0	0.0	0.0	2079.524874826888	973.7083200170448	250.44210077767124	25.673804197294128	0.49003941621391284	0.021306061574517948	0.0	0.010653030787258974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17729980421789748	0.4258471779205497	0.6882670609493028	0.4618049991999338	0.058586789413558465	0.01734959649736953	0.0	2.082046010235486	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	387.5	97.65	0.0	0.0	0.0	0.0	0.0	2048.4997439836147	959.9078341013824	242.72401433691755	25.29441884280594	0.6554019457245264	0.02048131080389145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17465460882209588	0.41915314142153604	0.6661477313671897	0.46065645445642633	0.08907818269015175	0.026287661750633514	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	392.5	96.39	0.0	0.0	0.0	0.0	0.0	2091.7626309783172	972.8706297333748	236.02033405954975	22.045855379188712	0.4046062869592281	0.020749040356883495	0.010374520178441747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17834319244372734	0.4248466554960796	0.6335072424765866	0.39146600896962397	0.05356883699188858	0.035525137804485164	0.08713271078519225	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	397.5	97.65	0.0	0.0	0.0	0.0	0.0	2118.289810547875	1006.6769073220686	251.43881208397335	21.249359959037378	0.5017921146953405	0.03072196620583717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18060489356645482	0.4397724684520422	0.6778207387527679	0.3766157235810252	0.06263706354661597	0.0437493980834745	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	402.5	89.46	0.0	0.0	0.0	0.0	0.0	2106.159177285938	1006.7627990163202	261.2676056338028	23.127654817795666	0.5365526492287056	0.0111781801922647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17957063861311617	0.4397957965790805	0.7134308645004319	0.4195175334517466	0.05247180667827973	0.006701924547676437	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	407.5	94.5	0.0	0.0	0.0	0.0	0.0	2083.73544973545	1006.1058201058202	269.5449735449736	26.317460317460316	0.42328042328042326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17765879684932484	0.4426479830697784	0.74507487447087	0.458781197580724	0.055800069934992445	0.0	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	412.5	96.39	0.0	0.0	0.0	0.0	0.0	2080.993879033095	996.1303039734412	275.24639485423796	28.229069405539995	0.7262164124909223	0.03112356053532524	0.0	0.0	0.010374520178441747	0.0	0.0	0.0	0.0	0.0	0.0	0.17742505117277094	0.43847549502299143	0.7652780959248517	0.49773459049610447	0.08116574555363051	0.03381475145235595	0.0	0.0	8.198630725579592	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	417.5	90.72	0.0	0.0	0.0	0.0	0.0	2086.3425925925926	1007.6278659611993	282.1759259259259	31.757054673721342	0.7054673721340388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17788108123925211	0.44382289429833577	0.787429791484531	0.5605810345867559	0.08100077076321396	0.0	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	422.5	97.65	0.0	0.0	0.0	0.0	0.0	2129.6979006656425	1022.3041474654377	286.9534050179211	37.21454173067076	0.7680491551459293	0.0	0.010240655401945725	0.010240655401945725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18157754466039694	0.4503679353327541	0.8211651078586518	0.6941953047375802	0.0916817774946578	0.0	0.07841233594442117	0.4167649120476764	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	427.5	97.02	0.0	0.0	0.0	0.0	0.0	2116.2131519274376	1024.891774891775	289.36301793444653	39.61038961038961	0.8761080189651619	0.05153576582148011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18042783813841543	0.4497330525333809	0.8253482719643437	0.7540149182039534	0.10658009322942535	0.06828325419846631	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	432.5	91.35	0.0	0.0	0.0	0.0	0.0	2102.3754789272034	1025.1559934318557	288.9874110563766	38.938149972632736	0.8538587848932677	0.010946907498631636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17924804137643774	0.45140258871758726	0.8139770860467191	0.7354496248766775	0.09375520835482577	0.015702449865698034	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	437.5	93.87	0.0	0.0	0.0	0.0	0.0	2078.9283051028015	1013.7211036539895	289.5813358900607	38.73441994247363	0.9055076169170129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17724894082281945	0.4463622310411474	0.8248721861303241	0.724598229113728	0.10132245621595948	0.0	0.0	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	442.5	102.69	0.0	0.0	0.0	0.0	0.0	2077.0863764728797	1008.2968156587789	292.77436946148606	40.83162917518746	0.8861622358554874	0.009738046547862499	0.009738046547862499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1770918984188445	0.4436304915872037	0.8435708520095004	0.7705384771616358	0.09142136388178312	0.006115979759312374	0.09530171085555543	0.0	0.0	0.0																																					
bop_he570_010	HDR20210305-204359	2021-03-05 21:00:02	uvp6_sn000125hf_2021_fjord_experiment_he570	447.5	8.19	0.0	0.0	0.0	0.0	0.0	2076.068376068376	1041.6361416361417	291.45299145299145	40.29304029304029	1.8315018315018317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17700510394256916	0.455687893436614	0.8536083853876643	0.7990162485416092	0.21592943781320517	0.0	0.0	0.0	0.0	0.0																																					
bop_he570_011	HDR20210306-072935	2021-03-06 07:42:30	uvp6_sn000125hf_2021_fjord_experiment_he570	2.5	83.79	0.0	0.0	0.0	0.0	0.0	610.1682778374508	238.8829215896885	52.166129609738626	2.923976608187134	0.1790189760114572	0.0835421888053467	0.011934598400763814	0.011934598400763814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05202280458874408	0.10475114513726923	0.1291075797065862	0.052226280954532474	0.029862916172712424	0.11717569596559305	0.1161584270923175	0.4474871051926578	0.0	0.0																																					
