,100.0,126.0,158.0,200.0,251.0,316.0,398.0,501.0,631.0,794.0,1000.0,1259.0,1585.0,1995.0,2512.0,3162.0,3981.0,5012.0,6310.0,7943.0,10000.0,12589.0,15849.0,19953.0,25119.0,31623.0,39811.0,50119.0,63096.0,79433.0,100000.0,125893.0,158489.0,199526.0,251189.0,316228.0,398107.0,501187.0,630957.0,794328.0,1000000.0,1258925.0,1584893.0,1995262.0,2511886.0,3162278.0,3981072.0,5011872.0,6309573.0,7943282.0,10000000.0
0.0,23.196927070591673,27.455300156014296,52.38919519565994,75.97834083990895,81.42737745250567,72.63047515761946,55.148733017463414,33.3665943732786,17.229601628519177,6.737754783185141,2.1992255737215536,0.5743200542839726,0.23813270543481788,0.042023418606144336,0.042023418606144336,0.02801561240409622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,31.217591909598532,14.812059270331554,13.490200680191942,8.293304579232093,4.635558891448506,2.408317705322857,0.9597055517451986,0.2897224307155316,0.10864591151832437,0.0,0.018107651919720726,0.018107651919720726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,21.409140083688413,11.360656592795948,9.547785859902978,5.887513523014314,3.6775377724400258,1.6747472484820776,0.5697593731949336,0.2244506621677011,0.12085804885953137,0.03453087110272325,0.0,0.017265435551361626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,18.90565192874098,9.824032828724764,8.045692966934517,6.267353105144269,3.0387166570396458,1.4675620218657381,0.41437045323267896,0.20718522661633948,0.20718522661633948,0.0690617422054465,0.0,0.017265435551361626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,19.266541642582855,11.878619659336797,8.673565269546229,5.305542012478173,3.5672074281849833,1.1045667671029644,0.45269129799301816,0.10864591151832437,0.054322955759162184,0.03621530383944145,0.0,0.0,0.018107651919720726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,18.319058755883468,11.989981718643081,10.30099048583113,6.960128706642656,3.6378272706718944,1.317784368457676,0.4268878940074162,0.20416377539485123,0.018560343217713746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,18.07777429405319,13.456248832842467,12.212705837255646,8.352154447971186,4.027594478243883,1.8560343217713748,0.5939309829668399,0.16704308895942374,0.05568102965314124,0.018560343217713746,0.018560343217713746,0.05568102965314124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,15.920649960083347,11.895117742196987,12.060098570798887,7.820091275730058,4.3554938750901595,1.8972795289218496,0.6599233144075999,0.23097316004265994,0.08249041430094999,0.04949424858056999,0.016498082860189996,0.016498082860189996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,14.23222913971071,10.077871466299039,11.183594040971347,7.945406500859587,4.880975365339189,1.879728376942924,0.5844533608982201,0.22114451493446166,0.04738811034309893,0.06318414712413191,0.015796036781032977,0.0,0.015796036781032977,0.0,0.0,0.015796036781032977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
