profile	Rawfilename	yyyy-mm-dd hh:mm	Project	Depth [m]	Sampled volume [L]	LPM (1-2 µm) [# l-1]	LPM (2-4 µm) [# l-1]	LPM (4-8 µm) [# l-1]	LPM (8-16 µm) [# l-1]	LPM (16-32 µm) [# l-1]	LPM (32-64 µm) [# l-1]	LPM (64-128 µm) [# l-1]	LPM (128-256 µm) [# l-1]	LPM (256-512 µm) [# l-1]	LPM (0.512-1.02 mm) [# l-1]	LPM (1.02-2.05 mm) [# l-1]	LPM (2.05-4.1 mm) [# l-1]	LPM (4.1-8.19 mm) [# l-1]	LPM (8.19-16.4 mm) [# l-1]	LPM (>16.4 mm) [# l-1]	LPM biovolume (1-2 µm) [mm3 l-1]	LPM biovolume (2-4 µm) [mm3 l-1]	LPM biovolume (4-8 µm) [mm3 l-1]	LPM biovolume (8-16 µm) [mm3 l-1]	LPM biovolume (16-32 µm) [mm3 l-1]	LPM biovolume (32-64 µm) [mm3 l-1]	LPM biovolume (64-128 µm) [mm3 l-1]	LPM biovolume (128-256 µm) [mm3 l-1]	LPM biovolume (256-512 µm) [mm3 l-1]	LPM biovolume (0.512-1.02 mm) [mm3 l-1]	LPM biovolume (1.02-2.05 mm) [mm3 l-1]	LPM biovolume (2.05-4.1 mm) [mm3 l-1]	LPM biovolume (4.1-8.19 mm) [mm3 l-1]	LPM biovolume (8.19-16.4 mm) [mm3 l-1]	LPM biovolume (>16.4 mm) [mm3 l-1]	chloro fluo [mg chl m-3]	conductivity [ms cm-1]	cpar [%]	depth [m]	fcdom [ppb qse]	in situ density anomaly [kg m-3]	nitrate [umol l-1]	oxygen [umol kg-1]	oxygen [ml l-1]	par [umol m-2 s-1]	potential density anomaly [kg m-3]	potential temperature [degc]	practical salinity [psu]	pressure [db]	qc flag	spar [umol m-2 s-1]	temperature [degc]	extrames01	extrames02	extrames03	extrames04	extrames05	extrames06	extrames07	extrames08	extrames09	extrames10	extrames11	extrames12	extrames13	extrames14	extrames15	extrames16	extrames17	extrames18	extrames19	extrames20
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	52.5	415.52000000000004	0.0	0.0	0.0	0.0	0.0	0.0	56.988833269156714	59.015209857527914	3.309106661532537	0.045725837504813245	0.019252984212552945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034209279875793086	0.13762215524105173	0.05336111236462354	0.00629870334845923	0.020324611525229606	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	57.5	421.88	0.0	0.0	0.0	0.0	0.0	0.0	55.45652792263203	56.72940172560918	3.0743339338200437	0.0711102683227458	0.04029581871622262	0.00474068455484972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03328946700285948	0.13405336764681633	0.04959768396623861	0.009787359659248498	0.052727736485888285	0.036163612602950604	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	62.5	440.96000000000004	0.0	0.0	0.0	0.0	0.0	0.0	59.90112481857764	59.699292452830186	3.7418359941944845	0.12472786647314948	0.0045355587808417995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03595747142453931	0.14239919828935094	0.06133731575330098	0.020489010614208443	0.0029512731824106898	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	67.5	447.32000000000005	0.0	0.0	0.0	0.0	0.0	0.0	51.28766878297415	57.191719574353925	4.37494411159796	0.18554949476884555	0.013413216489314136	0.0044710721631047124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030786982553006756	0.14094008765723676	0.07513749792035976	0.029067116615595825	0.014199649408185383	0.030528566959377	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	72.5	438.84000000000003	0.0	0.0	0.0	0.0	0.0	0.0	47.55263877495214	52.00756539969009	4.855983957706681	0.24838209825904656	0.0319022878497858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028544917229692563	0.13142753132219853	0.08761696973986745	0.042814365819761724	0.028835467970534955	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	77.5	446.26000000000005	0.0	0.0	0.0	0.0	0.0	0.0	47.082418321158066	46.20176578676108	4.340518979966835	0.3025142293730112	0.02689015372204544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028262653105575634	0.11596590317185622	0.07885556926343337	0.05520128672456398	0.019928594161545615	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	82.5	431.42	0.0	0.0	0.0	0.0	0.0	0.0	45.456863381391685	41.73195493950211	4.466645032682768	0.3314635390107088	0.069537805386862	0.004635853692457466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027286864329109446	0.1031059742642009	0.08777671935279624	0.05635429766470168	0.0801519085240599	0.02531578615653538	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	87.5	401.74	0.0	0.0	0.0	0.0	0.0	0.0	35.600139393637676	34.30576990093095	4.649773485338776	0.6198038532384129	0.09458853985164534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021370066068598054	0.08573104462749608	0.09698714414639656	0.10336656876745795	0.12559475338021578	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	92.5	466.40000000000003	0.0	0.0	0.0	0.0	0.0	0.0	29.762006861063462	26.099914236706688	3.9451114922813035	0.7225557461406518	0.12864493996569468	0.0064322469982847335	0.004288164665523155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01786554951154661	0.06502397914008333	0.08811152822329091	0.13043175354818015	0.16748791830917756	0.06542956998319337	0.17455989386403398	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	97.5	470.64000000000004	0.0	0.0	0.0	0.0	0.0	0.0	29.338772734999147	24.991500934897157	3.255141934387217	0.7181710011898691	0.0977392486826449	0.006374298827129015	0.004249532551419344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017611490359236207	0.0595239030886502	0.07437648659457417	0.125077482933466	0.09994125928798689	0.03077329856589179	0.25052828522381837	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	102.5	479.12	0.0	0.0	0.0	0.0	0.0	0.0	25.565620303890466	24.90399064952413	2.903239271998664	0.4445650358991484	0.058440474202704956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015346540892378384	0.061617818809707035	0.058646052236125616	0.08203362271372178	0.060645727750148044	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	107.5	479.12	0.0	0.0	0.0	0.0	0.0	0.0	23.0505927533812	25.530138587410253	3.1098680915010855	0.4383035565202872	0.058440474202704956	0.006261479378861246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013836819137515458	0.06524075732238836	0.06145609344151322	0.0758980725783932	0.0723686232755626	0.04324579260833891	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	112.5	478.06	0.0	0.0	0.0	0.0	0.0	0.0	23.216751035434882	27.74547127975568	3.4221645818516504	0.4706522193866879	0.0502029034012467	0.0020917876417186126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013936560698245599	0.07274035570372418	0.06966593547453183	0.08353102505242449	0.05944000889691154	0.014663762995940062	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	117.5	534.24	0.0	0.0	0.0	0.0	0.0	0.0	21.60826594788859	27.562518718179096	3.4329140461215935	0.4249026654687032	0.05053908355795148	0.005615453728661276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012971018619571546	0.07329228314555686	0.07024282431911438	0.08113062096531379	0.0579763290509192	0.08314960196432922	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	122.5	458.98	0.0	0.0	0.0	0.0	0.0	0.0	19.547692709922	26.687437361105058	3.701686347989019	0.4335700902000087	0.052289860124624166	0.0	0.006536232515578021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011734096883180797	0.07448549913520489	0.07398157797357335	0.07514086164114499	0.04815006269628827	0.0	0.6675412236518435	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	127.5	449.44	0.0	0.0	0.0	0.0	0.0	0.0	17.292630829476682	24.688501245995017	3.341936632253471	0.311498754004984	0.0400498398006408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010380427425849797	0.06842731846824991	0.06551688432851081	0.057348138772278415	0.038117231038866974	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	132.5	482.3	0.0	0.0	0.0	0.0	0.0	0.0	18.422143893842005	25.00933029234916	3.7051627617665353	0.40431266846361186	0.05183495749533485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011058451984797045	0.0680956338097464	0.07393235045019608	0.06781746756953208	0.0583184298131942	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	137.5	460.04	0.0	0.0	0.0	0.0	0.0	0.0	21.99808712285888	28.03017128945309	4.062690200852099	0.3912703243196244	0.04782192852795409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013205020632090139	0.07605106197258574	0.07954914537800356	0.06484461825113086	0.05101684861833528	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	142.5	407.04	0.0	0.0	0.0	0.0	0.0	0.0	20.20440251572327	30.25501179245283	3.9209905660377355	0.3611438679245283	0.046678459119496855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012128306910919548	0.08460803261397074	0.07547119044472318	0.062269107162503584	0.059775389338373404	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	147.5	399.62	0.0	0.0	0.0	0.0	0.0	0.0	18.124718482558432	27.91902307191832	4.156448626194885	0.462939792803163	0.04003803613432761	0.007507131775186427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010879913338660563	0.07846746545516924	0.08020068674909035	0.07494190133332732	0.044260370416028844	0.1246527639333866	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	152.5	482.3	0.0	0.0	0.0	0.0	0.0	0.0	18.05307899647522	27.41654571843251	4.262906904416338	0.37321169396641096	0.07671573709309558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010836909558990191	0.07934400246425058	0.08295660021961374	0.07158049154003904	0.07194088617004284	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	157.5	498.20000000000005	0.0	0.0	0.0	0.0	0.0	0.0	17.778000802890404	27.151746286631873	4.815335206744279	0.5098354074668807	0.05018065034122842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01067178550972906	0.0783293584768738	0.09311657024709208	0.08423272743875881	0.06477999424840766	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	162.5	455.8	0.0	0.0	0.0	0.0	0.0	0.0	16.594997806055286	25.46511627906977	4.651162790697675	0.5068012286090391	0.03510311540149188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009961651992492495	0.07435633191684679	0.09574462299844769	0.08633902084594247	0.05166811012487854	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	167.5	418.70000000000005	0.0	0.0	0.0	0.0	0.0	0.0	15.782182947217576	24.411272987819437	4.377836159541437	0.4848340100310484	0.05493193217100549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009473735160402666	0.0702328365010243	0.08533417382264478	0.08660374715337334	0.054369232929436836	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	172.5	413.40000000000003	0.0	0.0	0.0	0.0	0.0	0.0	15.062893081761006	23.050314465408803	4.2259313014029996	0.3604257377842283	0.04354136429608128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009041959549152472	0.06542874881288878	0.08333005382868858	0.062121092282501254	0.04020851922599302	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	177.5	462.16	0.0	0.0	0.0	0.0	0.0	0.0	14.648606543188505	22.182793837631987	3.8666262766141593	0.359182966937857	0.03678379781893716	0.004327505625757313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008793271458279227	0.06318847330406838	0.07692572280331335	0.06277133937490917	0.03662626353970094	0.028930962726399122	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	182.5	489.72	0.0	0.0	0.0	0.0	0.0	0.0	14.212202891448174	21.661357510414113	3.7592910234419668	0.39206076941925994	0.04083966348117291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008531306897771495	0.06296270269905242	0.0747204855875203	0.0663446426190864	0.043128968253245914	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	187.5	434.6	0.0	0.0	0.0	0.0	0.0	0.0	14.716981132075471	22.096180395766222	4.332719742291762	0.393465255407271	0.04832029452369995	0.0	0.004601932811780948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00883431538414062	0.06345264556870704	0.08958447499148975	0.06176540972330271	0.08843941791206045	0.0	0.5848158212643081	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	192.5	444.14000000000004	0.0	0.0	0.0	0.0	0.0	0.0	14.004593146305218	21.040662854055025	3.600216148061422	0.3017066690683118	0.01576079614535957	0.006754626919439816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00840668283601901	0.06131655411831756	0.06967212942709969	0.04770172005553934	0.03522242793034994	0.03557504604299087	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	197.5	439.90000000000003	0.0	0.0	0.0	0.0	0.0	0.0	14.294157763127982	20.468288247328935	3.81223005228461	0.40009092975676286	0.05228461013866788	0.01136621959536258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008580502801278377	0.058661091299936026	0.07670006576687909	0.06780587320135376	0.0689807400279028	0.07935815341712686	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	202.5	444.14000000000004	0.0	0.0	0.0	0.0	0.0	0.0	14.376097626874408	19.883370108524336	3.6700139595623	0.36700139595623	0.051785473049038584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008629689695816942	0.05723360647878896	0.07453025260641048	0.06338433632917337	0.05367828882487505	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	207.5	447.32000000000005	0.0	0.0	0.0	0.0	0.0	0.0	14.209067334346775	20.350084950371098	3.7020477510507015	0.48511132969686127	0.0715371546096754	0.0	0.0044710721631047124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008529424684286939	0.05845680677241514	0.07676933094746186	0.08422893336049017	0.07520656810344029	0.0	0.3466017107051572	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	212.5	451.56	0.0	0.0	0.0	0.0	0.0	0.0	16.004517672070158	20.980600584639916	3.6606431039064575	0.4052617592346532	0.026574541589157587	0.002214545132429799	0.004429090264859598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009607198338928653	0.059918350489068926	0.07315763572878031	0.06561351863429374	0.04115247368141986	0.012066810361033074	0.26139522112427205	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	217.5	415.52000000000004	0.0	0.0	0.0	0.0	0.0	0.0	16.822294955718135	21.623507893723524	3.8409703504043122	0.44763188294185596	0.045725837504813245	0.01203311513284559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010098094017389935	0.061437619906056055	0.07872824459593636	0.08417915636827172	0.053787136353015935	0.1550036713060659	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	222.5	413.40000000000003	0.0	0.0	0.0	0.0	0.0	0.0	19.68795355587808	23.166424770198354	3.7905176584421865	0.3483309143686502	0.029027576197387515	0.0	0.004837929366231252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011818292720499755	0.06423455177030976	0.07301748864267345	0.06400091766570451	0.039941788095791686	0.0	0.5037897603182643	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	227.5	508.8	0.0	0.0	0.0	0.0	0.0	0.0	21.871069182389938	23.84433962264151	3.742138364779874	0.3694968553459119	0.019654088050314465	0.013757861635220126	0.003930817610062893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013128774251431198	0.06472669891439355	0.07296858631603009	0.05952287153289081	0.02051024872670513	0.23818295441971976	0.4457276847403189	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	232.5	436.72	0.0	0.0	0.0	0.0	0.0	0.0	22.838431947243084	25.245008243267996	3.6110093423703975	0.4373511632167063	0.03663674665689687	0.0045795933321121085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013709463163028774	0.06944591385378836	0.07062040196913541	0.07262924246456429	0.04393120701846958	0.05568773906873671	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	237.5	428.24	0.0	0.0	0.0	0.0	0.0	0.0	28.722211843825892	28.241173173921165	3.7128712871287126	0.3035680926583224	0.021016252568653093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01724138093820285	0.07550989278507143	0.07100513266786532	0.05174764462878639	0.028730518294190932	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	242.5	414.46000000000004	0.0	0.0	0.0	0.0	0.0	0.0	30.958355450465664	32.710032331226174	4.449162766008782	0.37639337933696854	0.06514500796216763	0.004825556145345751	0.0	0.004825556145345751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018583694126485063	0.08630841484514604	0.08666211660912079	0.06386879581256978	0.0794798856038339	0.04462930924308915	0.0	8.123674944329506	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	247.5	437.78000000000003	0.0	0.0	0.0	0.0	0.0	0.0	28.370414363378863	31.725981086390423	4.072821965370734	0.34263785463017954	0.013705514185207181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017030203804405928	0.0842434685430279	0.07810938244008078	0.04980240076998327	0.015543091493095598	0.0	0.0	0.0	0.0																																					
bop_001	HDR20210303184043	2021-03-03 18:40:43	uvp5_sn204_2021_he570_filtered	252.5	461.1	0.0	0.0	0.0	0.0	0.0	0.0	31.103882021253522	33.543699848189114	4.5760138798525265	0.4510952071134244	0.054218173931901974	0.015181088700932552	0.0	0.008674907829104316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01867105087523501	0.09107097371985759	0.09070088961656247	0.07050322719150931	0.11533940373689164	0.2751262438492359	0.0	5.3450840842303124	0.0																																					
